"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"소사본1동-219",1,,경기도 부천시 소사본1동 210-13,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-331",1,,경기도 부천시 소사본1동 173-25,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-074",1,,경기도 부천시 소사본1동 151-44,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-123",1,,경기도 부천시 소사본1동 173-19(173-13앞),,,2004,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-225",1,,경기도 부천시 소사본1동 209-21,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-257",1,,경기도 부천시 소사본1동 234-3,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-119",1,,경기도 부천시 소사구 소사본동 77-33,,,2013,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-252",1,경기도 부천시 호현로 472,경기도 부천시 소사본동 77-1,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-259",1,경기도 부천시 경인로 306-22,경기도 부천시 소사본동 91-93번지,,,2012,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-284",1,,경기도 부천시 소사본1동 231-9,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-167",1,,경기도 부천시 소사본1동 176-21,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-015",1,,경기도 부천시 소사본1동 167-9,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-323",1,,경기도 부천시 소사본1동 172-17,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-256",1,,경기도 부천시 소사본1동 214,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-079",1,,경기도 부천시 소사본1동 150-27,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-136",1,,경기도 부천시 소사본1동 211-17,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-259",1,,경기도 부천시 소사본1동 214-22,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-191",1,,경기도 부천시 소사본1동 180-35,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-071",1,,경기도 부천시 소사본1동 162-51,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-203",1,,경기도 부천시 소사본1동 209-1,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-057",1,,경기도 부천시 소사본1동 150-23,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-046",1,,경기도 부천시 소사본1동 142-3,,,,,032-625-6262,경기도 부천시청,2019-09-10
"상동보행자159",1,,경기도 부천시 상2동 상동중학교 뒷쪽 보행자도로,,,2003,전용주,032-625-5885,경기도 부천시청,2019-09-10
"소사본1동-328",1,,경기도 부천시 소사본1동 233-1,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-102",1,,경기도 부천시 소사본1동 164-22,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-114",1,,경기도 부천시 소사본1동 산 78-6,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-163",1,,경기도 부천시 소사본1동 178-73 앞,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-269",1,,경기도 부천시 소사본1동 343-29,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-027",1,,경기도 부천시 소사본1동 141-66,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-321",1,,경기도 부천시 소사본1동 166,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-204",1,,경기도 부천시 소사본1동 210-28,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-222",1,,경기도 부천시 소사본1동 210-33 (건물옥상),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-093",1,,경기도 부천시 소사본1동 161-42,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-276",1,,경기도 부천시 소사본1동 232,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-310",1,,경기도 부천시 소사본1동 산60-4,,,2007,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-252",1,,경기도 부천시 소사본1동 213-12,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-146",1,,경기도 부천시 소사본1동 190-3,,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-213",1,,경기도 부천시 소사본1동 178-42 (건물옥상),,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-198",1,,경기도 부천시 소사본1동 179-2,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-082",1,,경기도 부천시 소사본1동 151-23,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-109",1,,경기도 부천시 소사본1동 166-23 앞,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-217",1,,경기도 부천시 소사본1동 178-48,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-151",1,,경기도 부천시 소사본1동 208-27,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-207",1,,경기도 부천시 소사본1동 209-44,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-261",1,,경기도 부천시 소사본1동 214-21,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-223",1,,경기도 부천시 소사본1동 210-48,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-132",1,,경기도 부천시 소사본1동 211,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-143",1,,경기도 부천시 소사본1동 192-7,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-149",1,,경기도 부천시 소사본1동 206-2,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-113",1,경기도 부천시 소사로 203,경기도 부천시 소사본3동 152-20,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-234",1,,경기도 부천시 소사본1동 215-3(아름하이츠빌) 앞,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-040",1,,경기도 부천시 소사본1동 142-22,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-016",1,,경기도 부천시 소사본1동 167-10,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-028",1,,경기도 부천시 소사본1동-141-66,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-139",1,,경기도 부천시 소사본1동 211-35,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-182",1,,경기도 부천시 소사본1동 179-1,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-069",1,,경기도 부천시 소사본1동 150-46 앞,,,2002,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-312",1,,경기도 부천시 소사본1동 산60-4,,,2007,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-035",1,,경기도 부천시 소사본1동 140-34,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-059",1,,경기도 부천시 소사본1동 149-18,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-224",1,,경기도 부천시 소사본1동 209-42,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-278",1,,경기도 부천시 소사본1동 232-11,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-260",1,경기도 부천시 소사로147번길 27,경기도 부천시 소사본3동 234-14,,,,,032-625-6262,경기도 부천시청,2019-09-10
"괴안동 88-16",1,경기도 부천시 범안로35번길 18,경기도 부천시 괴안동 88-16,,,1986,,032-625-6797,경기도 부천시청,2019-09-10
"괴안동 90",1,경기도 부천시 안곡로 41,경기도 부천시 괴안동 90,,,1986,,032-625-6816,경기도 부천시청,2019-09-10
"괴안동 72-5",1,경기도 부천시 범안로58번길 42,경기도 부천시 괴안동 72-5,,,1986,,032-625-6798,경기도 부천시청,2019-09-10
"괴안동 97-30",1,경기도 부천시 범안로35번길 63,경기도 부천시 괴안동 97-30,,,1986,,032-625-6817,경기도 부천시청,2019-09-10
"괴안동 93-10",1,경기도 부천시 범안로45번길 25,경기도 부천시 괴안동 93-10,,,2009,,032-625-6818,경기도 부천시청,2019-09-10
"괴안동 142-2",1,,경기도 부천시 괴안동 142-2,,,,,032-625-6799,경기도 부천시청,2019-09-10
"괴안동 37",1,경기도 부천시 경인옛로108번길 15,경기도 부천시 괴안동 37,,,1986,,032-625-6800,경기도 부천시청,2019-09-10
"괴안동 211-1 (성심고가교 밑)",1,,경기도 부천시 괴안동 211-1 (성심고가교 밑),,,2006,,032-625-6801,경기도 부천시청,2019-09-10
"괴안동 35-6",1,경기도 부천시 안곡로 22,경기도 부천시 괴안동 35-6,,,1986,,032-625-6802,경기도 부천시청,2019-09-10
"괴안동 111-37",1,경기도 부천시 경인로483번길 13,경기도 부천시 괴안동 111-37,,,1986,,032-625-6822,경기도 부천시청,2019-09-10
"괴안동 239-5(1)",1,,경기도 부천시 괴안동 239-5(1),,,2008,,032-625-6824,경기도 부천시청,2019-09-10
"괴안동 88 (현대아파트 앞)",1,,경기도 부천시 괴안동 88 (현대아파트 앞),,,2004,,032-625-6825,경기도 부천시청,2019-09-10
"괴안동 39-5",1,경기도 부천시 범안로8번길 10,경기도 부천시 괴안동 39-5,,,1986,,032-625-6804,경기도 부천시청,2019-09-10
"괴안동 37-4",1,경기도 부천시 경인옛로108번길 15,경기도 부천시 괴안동 37-4,,,1986,,032-625-6806,경기도 부천시청,2019-09-10
"괴안동 3-16",1,경기도 부천시 경인로 462,경기도 부천시 괴안동 3-16,,,1986,,032-625-6807,경기도 부천시청,2019-09-10
"괴안동 36-4",1,경기도 부천시 경인옛로108번길 15,경기도 부천시 괴안동 36-4,,,2008,,032-625-6809,경기도 부천시청,2019-09-10
"괴안동 171-18",1,경기도 부천시 경인로484번길 28,경기도 부천시 괴안동 171-18,,,1986,,032-625-6811,경기도 부천시청,2019-09-10
"괴안동 90-2",1,경기도 부천시 안곡로 43,경기도 부천시 괴안동 90-2,,,1986,,032-625-6813,경기도 부천시청,2019-09-10
"괴안동 164-6",1,,경기도 부천시 괴안동 164-6,,,2006,,032-625-6815,경기도 부천시청,2019-09-10
"쌈지공원 삼우APT  앞 보안등",2,,경기도 부천시 고강본동 396-4,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 보라빌라 옆",2,,경기도 부천시 고강본동 410-2,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 대흥타운 옆 보안등",3,,경기도 부천시 고강본동 417-9,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"산림공원 은행2단지 보안등",4,,경기도 부천시 고강본동 산80-1,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"고리울구름다리, 보안등",12,,경기도 부천시 고강본동 산93-2,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 고강선사 유원빌라 뒤",2,,경기도 부천시 고강본동 산96-5,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 30 내동 신흥경로당",2,경기도 부천시 삼작로108번길 43,경기도 부천시 내동 30,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원  359 차업는거리",5,,경기도 부천시 내동 359,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 구 소방서 보안등",4,,경기도 부천시 내동 54-3,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 80 대원냉동 앞",2,,경기도 부천시 내동 80-3,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지 삼정5 내리주유소 앞",5,,경기도 부천시 삼정동 186,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"역곡3동 112-26",1,경기도 부천시 경인로483번길 14-6,경기도 부천시 역곡3동 112-26,,,1986,,032-625-7133,경기도 부천시청,2019-09-10
"완충녹지 삼정1 신흥동사무소 앞 보안등",5,,경기도 부천시 삼정동 207,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지 삼정4 천산교회 앞 보안등",4,,경기도 부천시 삼정동 208,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지 삼정2 새마을금고 앞 보안등",4,,경기도 부천시 삼정동 272,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지 송내대로변녹지대",3,,경기도 부천시 삼정동 364-1,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지 테크노파크 1단지 앞",3,,경기도 부천시 삼정동 364-1,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 성곡동자치센터 내 보안등",1,경기도 부천시 성오로 25,경기도 부천시 여월동 10-36,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 내촌고가 아래",3,,경기도 부천시 내동 288,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"녹지대 여월천변 보안등",29,,경기도 부천시 여월동 323,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"여월꽃단지 시직영",14,,경기도 부천시 여월동 349,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"도당제2약수터 등산로",12,,경기도 부천시 여월동 산30-1,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 선교교회 앞",1,,경기도 부천시 오정동 140-9,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"도시계획도로(대로3-11호선 잔여지) 내촌자재창고 내촌고가밑",3,,경기도 부천시 오정동 586-15,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 오정초등학교 앞",4,경기도 부천시 소사로794번길 48,경기도 부천시 원종동 247,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 신우주택 옆",1,,경기도 부천시 원종동 282-3,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 대창빌라 옆",4,,경기도 부천시 원종동 351-7,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"은데미산구름다리",4,,경기도 부천시 원종동 산59-3,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"장수천약수터 등산로",9,,경기도 부천시 작동 329-35,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"경관광장 까치울역 4번출구 옆 광장공원",6,,경기도 부천시 작동 431,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"영정천약수터  등산로 보안등",7,,경기도 부천시 작동 60-5,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"까치울구름다리",44,,경기도 부천시 작동 산33-9,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"절골약수터 산마루촌",9,,경기도 부천시 작동 산59,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 한성빌라 옆",1,,경기도 부천시 괴안동 189-3,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"쌈지공원 역곡 보안등",1,경기도 부천시 경인로577번길 50,경기도 부천시 괴안동 201,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지  범박택지지구",4,,경기도 부천시 범박동 233,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"범박산 터널 상부 보안등",22,,경기도 부천시 범박동 8-7,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"소사대우프르지오앞 완충녹지 보안등",7,,경기도 부천시 소사본동 133-23,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"복사꽃생활공원 보안등",13,,경기도 부천시 소사본동 237,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"경관녹지 7  소사배수지 앞",6,,경기도 부천시 소사본동 411-2,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"완충녹지 까치울2단지 일원",12,,경기도 부천시 작동 354-2,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
